city,state,date,humidity (%),precipitation (in),avg_temp (°F),pressure (hPa),wind (mph)
Las Vegas,Nevada,12-25-2023,40,0.0,46,1023,13
Las Vegas,Nevada,12-26-2023,39,0.0,47,1023,15
Las Vegas,Nevada,12-27-2023,42,0.0,49,1023,9
Las Vegas,Nevada,12-28-2023,43,0.0,50,1023,8
Las Vegas,Nevada,12-29-2023,48,0.0,54,1023,8
Las Vegas,Nevada,12-30-2023,39,0.0,53,1020,8
Las Vegas,Nevada,12-31-2023,42,0.0,53,1015,15
Las Vegas,Nevada,01-01-2024,51,0.0,51,1019,14
Las Vegas,Nevada,01-02-2024,44,0.0,52,1020,13
Las Vegas,Nevada,01-03-2024,41,0.0,53,1020,10
Las Vegas,Nevada,01-04-2024,76,0.7,47,1013,22
Las Vegas,Nevada,01-05-2024,39,0.0,49,1020,25
Las Vegas,Nevada,01-06-2024,28,0.0,48,1021,25
Las Vegas,Nevada,01-07-2024,33,0.0,44,1008,27
Las Vegas,Nevada,01-08-2024,29,0.0,44,1013,28
Las Vegas,Nevada,01-09-2024,26,0.0,40,1026,28
Las Vegas,Nevada,01-10-2024,39,0.0,39,1016,13
Las Vegas,Nevada,01-11-2024,41,0.95,42,1004,26
Las Vegas,Nevada,01-12-2024,34,0.0,40,1018,25
Las Vegas,Nevada,01-13-2024,38,0.0,40,1017,8
Las Vegas,Nevada,01-14-2024,35,0.0,44,1015,15
Las Vegas,Nevada,01-15-2024,40,0.0,47,1016,9
Las Vegas,Nevada,01-16-2024,50,0.0,47,1019,9
Las Vegas,Nevada,01-17-2024,43,0.0,51,1018,12
Las Vegas,Nevada,01-18-2024,49,0.0,49,1015,12
Las Vegas,Nevada,01-19-2024,43,0.0,53,1021,10
Las Vegas,Nevada,01-20-2024,43,0.0,55,1016,7
Las Vegas,Nevada,01-21-2024,61,2.57,55,1011,10
Las Vegas,Nevada,01-22-2024,84,2.85,52,1013,10
Las Vegas,Nevada,01-23-2024,87,9.84,52,1009,15
Las Vegas,Nevada,01-24-2024,71,0.0,51,1015,14
Las Vegas,Nevada,01-25-2024,67,0.0,53,1017,11
Las Vegas,Nevada,01-26-2024,48,0.0,55,1019,18
Las Vegas,Nevada,01-27-2024,34,0.0,52,1028,23
Las Vegas,Nevada,01-28-2024,44,0.0,55,1027,12
Las Vegas,Nevada,01-29-2024,48,0.0,60,1024,15
Las Vegas,Nevada,01-30-2024,44,0.0,61,1020,14
Las Vegas,Nevada,01-31-2024,45,0.0,60,1018,14
Las Vegas,Nevada,02-01-2024,41,0.0,60,1012,12
Las Vegas,Nevada,02-02-2024,81,4.87,51,1005,33
Las Vegas,Nevada,02-03-2024,54,0.0,49,1009,32
Las Vegas,Nevada,02-04-2024,56,0.31,52,1013,12
Las Vegas,Nevada,02-05-2024,72,5.92,50,1016,18
Las Vegas,Nevada,02-06-2024,81,16.73,48,1011,18
Las Vegas,Nevada,02-07-2024,84,11.59,47,1001,18
Las Vegas,Nevada,02-08-2024,52,2.2,47,1007,24
Las Vegas,Nevada,02-09-2024,65,0.0,45,1014,24
Las Vegas,Nevada,02-10-2024,78,2.5,46,1014,24
Las Vegas,Nevada,02-11-2024,43,0.0,46,1020,24
Las Vegas,Nevada,02-12-2024,52,0.0,46,1023,24
Las Vegas,Nevada,02-13-2024,55,0.0,48,1019,9
Las Vegas,Nevada,02-14-2024,52,0.0,52,1014,8
Las Vegas,Nevada,02-15-2024,40,0.0,55,1017,13
Las Vegas,Nevada,02-16-2024,48,0.0,56,1018,14
Las Vegas,Nevada,02-17-2024,44,0.0,58,1019,10
Las Vegas,Nevada,02-18-2024,38,0.0,58,1016,15
Las Vegas,Nevada,02-19-2024,42,0.0,61,1014,14
Las Vegas,Nevada,02-20-2024,46,0.11,64,1016,17
Las Vegas,Nevada,02-21-2024,91,15.51,53,1019,17
Las Vegas,Nevada,02-22-2024,59,0.0,54,1018,17
Las Vegas,Nevada,02-23-2024,53,0.0,58,1022,13
Las Vegas,Nevada,02-24-2024,32,0.0,59,1019,14
Las Vegas,Nevada,02-25-2024,41,0.0,58,1018,14
Las Vegas,Nevada,02-26-2024,40,0.0,60,1015,12
Las Vegas,Nevada,02-27-2024,33,0.0,63,1006,32
Las Vegas,Nevada,02-28-2024,24,0.0,58,1014,27
Las Vegas,Nevada,02-29-2024,33,0.0,56,1016,23
Las Vegas,Nevada,03-01-2024,33,0.0,63,1013,33
Las Vegas,Nevada,03-02-2024,36,0.0,63,1011,32
Las Vegas,Nevada,03-03-2024,41,0.0,57,1006,40
Las Vegas,Nevada,03-04-2024,38,0.0,54,1007,32
Las Vegas,Nevada,03-05-2024,33,0.0,56,1013,32
Las Vegas,Nevada,03-06-2024,33,0.0,57,1011,32
Las Vegas,Nevada,03-07-2024,26,0.0,61,1006,18
Las Vegas,Nevada,03-08-2024,49,0.0,57,1011,20
Las Vegas,Nevada,03-09-2024,20,0.0,54,1020,23
Las Vegas,Nevada,03-10-2024,27,0.0,55,1019,23
Las Vegas,Nevada,03-11-2024,31,0.0,62,1015,14
Las Vegas,Nevada,03-12-2024,33,0.0,60,1013,20
